run,module,ccd,event_id,time,x,y,energy_keV,temperature_K,baseline,saturated,pedestal,gain,energy_cal_keV,e_z,pass_window
1001,M01,EXT3,13,2025-03-02 04:19:51,54,85,5.45313991082445,120.96157402045152,51.46455340058185,False,98.55,0.98,5.805514489282258,0.6380552788435903,False
1002,M02,EXT4,14,2025-03-02 21:26:56,1950,2006,3.701004895459039,119.93606552416881,49.32880876611717,False,98.6,0.988,4.143392206104292,-1.8717544430150537,False
1004,M04,EXT2,15,2025-03-01 12:49:02,1324,3685,5.042224798130051,121.32323586433108,49.55912786306895,False,98.7,1.004,5.555768053577359,0.04909747793532878,False
1004,M06,EXT1,16,2025-03-02 23:50:07,1188,2392,4.477377916473024,119.40661704161468,49.540028501743194,False,98.7,1.02,5.068357184084705,-0.7360465520139093,True
1003,M04,EXT3,17,2025-03-01 01:04:04,2024,3000,6.2201737964354535,119.22528684561,51.61632779356671,False,98.65,1.004,6.717272560573786,1.6785363700464582,False
1003,M04,EXT3,18,2025-03-01 04:48:47,755,2305,5.483616490111188,121.23270785292351,48.21032547369862,False,98.65,1.004,6.011965288315698,0.700910267847325,False
1001,M03,EXT4,19,2025-03-02 05:21:11,412,1118,4.99048527493638,118.31553086104155,48.1694787043147,False,98.55,0.996,5.47231332594166,-0.022088747510884504,True
1000,M02,EXT4,20,2025-03-01 19:25:02,427,3321,6.910604628735336,117.62264143836776,49.003533451474176,False,98.5,0.988,7.316702462689947,2.707980743873518,False
1001,M06,EXT4,21,2025-03-01 08:06:37,906,2759,4.393158079406186,120.90742623307959,51.81899904925536,False,98.55,1.02,4.9576774506919055,-0.8974095218926438,True
1002,M03,EXT4,22,2025-03-02 01:19:05,1600,1746,4.519929185328303,120.50739108377721,50.948863018268575,False,98.6,0.996,4.9764547929250345,-0.6783630636842434,True
1001,M01,EXT2,23,2025-03-01 21:56:18,409,962,4.678996726863441,118.72424898388351,51.00508767582052,False,98.55,0.98,5.051356933103131,-0.48107928916032716,True
1003,M06,EXT1,24,2025-03-02 06:09:55,156,750,5.080554612845275,120.73066759301669,50.02788883728465,False,98.65,1.02,5.678111238961877,0.10884106273795832,False
1000,M03,EXT1,25,2025-03-02 21:17:28,2046,852,5.0658953043157116,120.33756881173278,50.71066863979709,False,98.5,0.996,5.521613463446069,0.050473217291412346,False
1002,M03,EXT3,26,2025-03-01 10:15:20,848,398,4.420438892843693,120.07009858423075,50.63487529458232,False,98.6,0.996,4.880489779338278,-0.817782665535638,True
1000,M04,EXT1,27,2025-03-01 04:27:31,942,1666,6.165261776424132,118.9315433892509,48.92871263960588,False,98.5,1.004,6.687618548628186,1.6967537582058927,False
1001,M01,EXT2,28,2025-03-02 16:54:17,124,891,5.11132763517215,118.79728734136536,48.39456774374437,False,98.55,0.98,5.500624318580011,0.1856125144877896,False
1004,M02,EXT1,29,2025-03-01 20:12:33,1682,3417,4.27558101872623,119.307530477409,49.77763884276549,False,98.7,0.988,4.707626974734992,-1.0155596709889436,True
1003,M06,EXT1,30,2025-03-02 18:42:21,761,253,4.286771314573664,120.56578057341578,50.10175965712991,False,98.65,1.02,4.867698792362413,-1.0367720743990003,True
1002,M02,EXT4,31,2025-03-02 08:58:14,1117,1057,5.773451517476281,119.48804509920211,49.90350272531322,False,98.6,0.988,6.185291492340471,1.135701698178828,False
1001,M05,EXT4,32,2025-03-01 00:54:08,1678,3837,4.718741412137644,120.17670062689757,49.89455046550208,False,98.55,1.012,5.2677594583724145,-0.3908896670710257,True
1000,M04,EXT1,33,2025-03-02 15:48:34,584,724,3.679159602824331,120.06151988758396,46.47709692386618,False,98.5,1.004,4.216186188120012,-1.914440891540642,False
1004,M04,EXT2,34,2025-03-01 17:39:34,1749,3343,5.243282242726365,119.56582688683339,50.11575646950622,False,98.7,1.004,5.752041176743428,0.33567175503477686,False
1002,M01,EXT3,35,2025-03-02 17:34:01,672,315,5.190598899102039,120.92561257512045,50.87396022002226,False,98.6,0.98,5.55450211096378,0.25622615270869475,False
1003,M06,EXT3,36,2025-03-02 04:10:22,1120,1229,4.512840612554755,120.0208365458166,50.26839019115513,False,98.65,1.02,5.096589844856068,-0.7132076994808606,True
1001,M05,EXT2,37,2025-03-01 00:03:12,1726,3349,5.070594392869452,120.2430036433052,51.959116492867636,False,98.55,1.012,5.602941266676066,0.08737309326049282,False
1000,M03,EXT4,38,2025-03-01 02:44:13,1257,3429,4.521356390419155,119.14688577125827,52.06739481657819,False,98.5,0.996,4.96573971248436,-0.75837199459732,True
1001,M06,EXT4,39,2025-03-01 15:39:52,524,255,3.428770264744341,120.2271947140306,46.82944591798818,False,98.55,1.02,4.024895321675749,-2.202163838591575,False
1000,M05,EXT2,40,2025-03-01 00:35:19,959,2462,4.5490783736913984,118.50385491845945,50.25035789874079,False,98.5,1.012,5.0919536922404385,-0.6265559653919985,True
1001,M01,EXT1,41,2025-03-02 12:37:32,1683,2494,5.55251217737789,120.03629632574723,52.28960472524641,False,98.55,0.98,5.894813807522917,0.77057129373129,False
1000,M02,EXT1,42,2025-03-02 01:03:16,1601,3515,5.530945853244425,120.42951736091882,52.72157375820441,False,98.5,0.988,5.9168653542744325,0.6673649543343195,False
1002,M05,EXT2,43,2025-03-02 19:45:30,1759,3996,4.382091196352393,119.37412733058414,51.336578392213816,False,98.6,1.012,4.912982117379418,-0.9469339678410871,True
1000,M05,EXT1,44,2025-03-02 05:25:59,1574,415,4.968829968515517,120.26206685375224,48.60579043738219,False,98.5,1.012,5.533385328911396,-0.0020268397434566134,False
1002,M02,EXT2,45,2025-03-01 04:21:37,736,544,4.901021485795683,120.64668140406822,46.88363508335732,False,98.6,0.988,5.353166913342564,-0.08991123592362539,True
1002,M05,EXT1,46,2025-03-01 13:23:25,967,3387,4.21706538832784,121.28446572788823,46.89175285008973,False,98.6,1.012,4.790957634144865,-1.124245581244403,True
1004,M03,EXT4,47,2025-03-02 15:11:03,1794,922,4.692869732318539,119.85133380984921,49.94346328813003,False,98.7,0.996,5.15971335903949,-0.41289242529372816,True
1002,M02,EXT4,48,2025-03-02 16:07:40,47,1613,4.927232888822816,121.37678318867589,52.584099663708486,False,98.6,0.988,5.322743189479502,-0.1347214847868834,True
1000,M01,EXT1,49,2025-03-02 08:05:42,109,3713,5.599014016197604,119.90534961504198,49.30089765964681,False,98.5,0.98,5.9691849388091125,0.9297983586513939,False
1001,M06,EXT3,50,2025-03-01 03:45:03,1079,3068,3.986554990357206,119.83889598614287,48.86675643460128,False,98.55,1.02,4.573055174531417,-1.4354103685086423,True
1002,M04,EXT2,51,2025-03-01 20:34:30,1975,2091,4.704658486887879,118.02679057604044,52.17181065220823,False,98.6,1.004,5.18961614188726,-0.4432897190798848,True
1001,M02,EXT1,52,2025-03-02 08:31:43,2018,249,4.933104530006571,119.03122834569557,53.98615150541537,False,98.55,0.988,5.314198098772988,-0.12439243016218916,True
1001,M05,EXT2,53,2025-03-01 16:33:15,449,3746,5.287362956066732,119.54805999267082,50.270112070761215,False,98.55,1.012,5.8394037773834295,0.42477569174332114,False
1001,M03,EXT3,54,2025-03-02 05:16:23,1165,2653,5.993715774530601,118.80820404369749,49.20214575935722,False,98.55,0.996,6.461245539669281,1.4062938245097176,False
1002,M02,EXT1,55,2025-03-01 19:25:09,1831,2549,4.5047972392816655,119.99307284017601,51.2925507742616,False,98.6,0.988,4.918137270760581,-0.73065418490433,True
1004,M03,EXT3,56,2025-03-02 20:59:44,800,973,3.7316558469689616,119.70391295966431,50.65280910269487,False,98.7,0.996,4.195279244918245,-1.8107054536546063,False
1004,M06,EXT4,57,2025-03-01 06:26:03,601,2587,4.112206692190253,120.76759362695641,52.15507301874432,False,98.7,1.02,4.669209081242866,-1.2831730979146638,True
1003,M06,EXT2,58,2025-03-02 18:32:52,53,2123,3.7986119826950375,120.93700260451942,48.51686591695691,False,98.65,1.02,4.385942189995978,-1.717791590929484,False
1004,M05,EXT3,59,2025-03-02 00:45:42,1850,668,4.859668197298072,122.22492560823292,48.276608189918136,False,98.7,1.012,5.428268940783678,-0.14587183970416404,True
1004,M01,EXT2,60,2025-03-02 14:37:17,1014,3305,4.898264276527445,119.81016638798984,49.33530044050381,False,98.7,0.98,5.284073046679959,-0.15682802134859952,True
1003,M03,EXT4,61,2025-03-01 13:04:14,1144,3935,4.652045848381323,119.62680614060409,52.43137371810764,False,98.65,0.996,5.093775182755445,-0.49866227864354196,True
1004,M06,EXT2,62,2025-03-02 02:57:59,1013,3381,3.6519584980692508,119.70521410173562,50.53288467790691,False,98.7,1.02,4.216302244315986,-1.9039886587012058,False
1003,M03,EXT2,63,2025-03-01 12:00:13,388,2617,5.003543358307993,120.46397719026871,53.67239695696895,False,98.65,0.996,5.43150611118335,-0.014127104813192341,True
1002,M03,EXT2,64,2025-03-01 09:46:27,162,411,4.672118853712724,121.2890640382526,51.11575414588448,False,98.6,0.996,5.126373467004863,-0.46055866738305556,True
1001,M06,EXT1,65,2025-03-02 03:21:41,1319,1350,4.523650960888849,120.76913003013668,51.576490249051936,False,98.55,1.02,5.093253779566297,-0.7077684526242681,True
1004,M03,EXT2,66,2025-03-01 17:37:51,115,852,4.62266301187043,118.87251646562176,50.28889035769378,False,98.7,0.996,5.086347011860318,-0.5192267351534902,True
1002,M01,EXT3,67,2025-03-02 02:30:34,44,3571,4.606012242886704,119.36159839362288,51.69397036893882,False,98.6,0.98,4.97357108841337,-0.6070504465216553,True
1000,M06,EXT1,68,2025-03-01 05:33:41,1176,3716,5.810254782716266,120.37930487610238,48.768796256689285,False,98.5,1.02,6.43371815655236,1.1939045570416067,False
1004,M02,EXT3,69,2025-03-01 16:24:25,1315,304,5.487618473873268,120.58168828811858,50.64316402249027,False,98.7,0.988,5.896568591644585,0.7030988690205314,False
1000,M02,EXT4,70,2025-03-01 21:59:19,408,676,5.774706098182068,119.20140837741998,49.93364736244131,False,98.5,0.988,6.185245189062964,1.0585962805871993,False
1003,M04,EXT3,71,2025-03-01 01:03:13,1776,1734,5.016983573035189,119.50992241749002,50.632127172560715,False,98.65,1.004,5.51915095051482,0.01782052934279654,False
1001,M04,EXT3,72,2025-03-02 13:34:22,1821,3916,4.6957730545452785,120.43326196880739,45.986837495486526,False,98.55,1.004,5.242290298308775,-0.36587185678630363,True
1002,M04,EXT3,73,2025-03-01 18:48:34,1132,1425,6.164566658893316,120.1235883382903,49.943570161442096,False,98.6,1.004,6.6777354811080105,1.7150595567181741,False
1003,M03,EXT1,74,2025-03-02 01:21:04,2047,1167,5.081120459886975,118.76378478641398,48.443023267223644,False,98.65,0.996,5.56085746630588,0.17145045431422198,False
1004,M03,EXT2,75,2025-03-02 03:43:00,758,2179,3.533512833480701,119.96713221275466,49.12513420791405,False,98.7,0.996,4.013144445435954,-2.074684497849051,False
1004,M05,EXT1,76,2025-03-02 15:17:02,573,373,4.764274364709338,119.92257753186777,48.6797034183587,False,98.7,1.012,5.32765105849206,-0.28658181931151433,True
1004,M05,EXT1,77,2025-03-02 16:33:49,1721,1990,5.609688887738569,118.7953420238782,52.47145941886979,False,98.7,1.012,6.14483798507247,0.8562205648736518,False
1002,M05,EXT3,78,2025-03-01 13:45:38,140,300,4.820985588704575,120.20506504815948,45.83135800694653,False,98.6,1.012,5.412856072738731,-0.22057598480674845,True
1001,M04,EXT1,79,2025-03-01 05:51:24,286,3026,5.54905803779787,119.73286826329627,51.17509304063839,False,98.55,1.004,6.046898335821052,0.7439313115810464,False
1002,M03,EXT2,80,2025-03-02 07:48:08,45,3523,4.852879721974304,119.48189589499856,51.57482029366105,False,98.6,0.996,5.301838992961543,-0.20563937072281982,True
1002,M06,EXT4,81,2025-03-01 15:20:23,1362,553,3.842000968665959,121.3671859798803,47.95186656960961,False,98.6,1.02,4.43545194902926,-1.6112380963826822,False
1001,M04,EXT4,82,2025-03-02 09:06:54,1260,1265,6.303750028640864,119.55421114235428,48.767885068578266,False,98.55,1.004,6.828777462666901,1.8223842871897806,False
1001,M03,EXT4,83,2025-03-02 00:03:19,115,2144,5.929317164749858,118.96796934492123,51.258667802804005,False,98.55,0.996,6.376621564774931,1.2840656179286236,False
1001,M03,EXT3,84,2025-03-02 14:34:41,1063,833,5.1913107210578895,120.1692170302675,49.432847946707355,False,98.55,0.996,5.659752312624453,0.24864222694662688,False
1004,M05,EXT2,85,2025-03-01 09:56:11,57,376,4.681122379052416,120.4789754585221,49.10636491903732,False,98.7,1.012,5.239183434620388,-0.4103001610950883,True
1001,M01,EXT2,86,2025-03-02 08:19:15,1002,2186,5.367707079412499,118.81363383924334,49.277184367429285,False,98.55,0.98,5.743226531023442,0.5456228597997522,False
1002,M03,EXT2,87,2025-03-02 04:57:04,557,2932,4.210072166105418,120.48131095362756,51.16292862984267,False,98.6,0.996,4.665705108287763,-1.1298254840840247,True
1000,M01,EXT2,88,2025-03-01 15:47:41,1753,3240,4.961991887264869,120.73525401345377,49.36257981818367,False,98.5,0.98,5.344298767301372,0.016603332225970185,True
1002,M04,EXT2,89,2025-03-01 19:06:20,662,1543,4.810294530814387,119.08901819577855,51.620482935540466,False,98.6,1.004,5.301210060264817,-0.2814353257085889,True
1004,M05,EXT2,90,2025-03-01 01:22:55,1377,2581,5.105434955048068,119.23894915855801,52.670009712625614,False,98.7,1.012,5.6325236762168736,0.13977002636305857,False
1002,M05,EXT1,91,2025-03-01 13:02:04,330,181,5.715965605870993,119.71389954609113,50.112338604883874,False,98.6,1.012,6.27525232646002,1.0325567233758526,False
1002,M05,EXT3,92,2025-03-01 21:18:38,481,3625,4.110523494138383,120.07259957536937,49.32238809271905,False,98.6,1.012,4.658539208569727,-1.31666044800457,True
1001,M03,EXT3,93,2025-03-02 11:03:21,1588,2214,4.861914577593372,121.16055944310104,49.4935817459532,False,98.55,0.996,5.331068845093305,-0.22609783128561556,True
1001,M05,EXT1,94,2025-03-02 08:10:13,627,3402,5.26317005928898,120.85826384283084,49.51277674963967,False,98.55,1.012,5.822584799294093,0.4007771014628064,False
1004,M04,EXT3,95,2025-03-02 07:00:11,1526,1988,5.20312714015972,119.06156979247561,49.086218955210605,False,98.7,1.004,5.722062010410044,0.2918998020467737,False
1000,M03,EXT1,96,2025-03-02 03:58:26,413,461,5.052717303904416,119.67857442486984,48.74678269988105,False,98.5,0.996,5.528048478997984,0.059836731054367195,False
1002,M04,EXT3,97,2025-03-02 01:10:34,1219,2376,4.953364349148813,121.09450230440807,50.06689098043858,False,98.6,1.004,5.460450221101804,-0.05047543105359943,True
1002,M05,EXT2,98,2025-03-02 19:12:34,1095,3214,5.162030733765031,120.29513696938508,50.74942217365585,False,98.6,1.012,5.7082229501728134,0.20861638868659774,False
1004,M05,EXT2,99,2025-03-02 10:49:35,1563,142,4.9050170331178835,118.83669353642308,53.17796083135627,False,98.7,1.012,5.424560273901973,-0.15105825815593305,True
1002,M01,EXT4,100,2025-03-01 21:44:18,504,1660,4.784612904295091,120.07360803454509,49.18826177209758,False,98.6,0.98,5.173155680842632,-0.31046324163338745,True
1001,M02,EXT4,101,2025-03-02 08:32:42,994,2033,4.933002513638632,120.0865231069773,49.47757043084314,False,98.55,0.988,5.358642087618238,-0.059788009810813565,True
1002,M03,EXT3,102,2025-03-01 06:19:09,89,2495,5.022633408252571,120.3357871531928,48.062157797204556,False,98.6,0.996,5.505899782959403,0.09082361127074493,False
1004,M06,EXT3,103,2025-03-02 12:29:12,100,2778,5.823390954822043,120.68187521088595,50.08336811318073,False,98.7,1.02,6.435748419164041,1.1382854015075408,False
1001,M03,EXT4,104,2025-03-01 19:35:27,52,4073,4.60947357066205,121.3177237103373,50.4154517259676,False,98.55,0.996,5.070455777188765,-0.6025191461829338,True
1001,M03,EXT3,105,2025-03-01 15:55:50,1385,1282,5.0418693528733165,119.77063571685224,49.53380307658066,False,98.55,0.996,5.50990319681908,0.03220487919121766,False
1003,M06,EXT3,106,2025-03-01 20:59:34,1675,1031,5.561672777369982,120.25515929901364,49.813361267473155,False,98.65,1.02,6.171039947989156,0.8056536636588202,False
1001,M05,EXT1,107,2025-03-01 12:57:28,1709,3980,4.760009204749769,120.5940493616182,50.55835586692548,False,98.55,1.012,5.302804753833481,-0.34088438835775153,True
1000,M04,EXT2,108,2025-03-02 04:15:22,1575,932,5.970712840159206,121.29053728147646,48.941068747264495,False,98.5,1.004,6.492167361297307,1.4111654114421766,False
1003,M01,EXT3,109,2025-03-01 15:30:16,1745,3807,5.511151023135432,121.02945300310928,50.89468264387543,False,98.65,0.98,5.868930112762744,0.7323707445018813,False
1003,M06,EXT2,110,2025-03-01 21:31:20,1860,3276,5.9888951382722215,119.87865344470256,51.10831342079234,False,98.65,1.02,6.593598244145584,1.4029894243745826,False
1003,M01,EXT4,111,2025-03-01 13:30:22,182,1566,4.821826701051476,119.02535508073373,52.06797107041493,False,98.65,0.98,5.1818940505403805,-0.28336646994379455,True
1004,M04,EXT3,112,2025-03-02 04:30:06,1915,2917,4.237093536093866,120.94421509737076,49.15809042882086,False,98.7,1.004,4.75144268233288,-1.1252811537334804,True
1004,M03,EXT4,113,2025-03-02 07:30:18,1365,4095,5.250578269453704,120.01286301224184,47.990276666768565,False,98.7,0.996,5.734644800774874,0.42039068643472377,False
1000,M01,EXT2,114,2025-03-02 23:54:08,2025,2165,5.409654519283524,118.80647454499048,53.36795867058685,False,98.5,0.98,5.743755433926102,0.6003605953352302,False
1004,M04,EXT4,115,2025-03-02 14:27:39,2044,2801,5.358115876471513,119.56614382417571,50.9675799649698,False,98.7,1.004,5.8587818371291025,0.4915215580730692,False
1003,M01,EXT2,116,2025-03-02 09:32:38,1293,2225,5.455121999904767,120.77106558162855,51.70564398031563,False,98.65,0.98,5.806074248899578,0.6394425219782653,False
1004,M04,EXT1,117,2025-03-01 01:34:38,1748,1846,5.519884313504748,120.12394624282325,48.83385681226041,False,98.7,1.004,6.042619928363672,0.7599397054437272,False
1001,M04,EXT1,118,2025-03-01 16:36:47,405,3913,4.894600762871248,120.67820338118047,49.20898160913526,False,98.55,1.004,5.409562990567014,-0.13515111426986012,True
1003,M04,EXT1,119,2025-03-01 01:41:00,82,1137,5.350459734638984,119.0899034709972,53.22673057287589,False,98.65,1.004,5.827911198625866,0.4457929744707757,False
1004,M06,EXT2,120,2025-03-01 08:50:23,2039,2366,4.697528082672726,121.3648283105181,49.4667723387041,False,98.7,1.02,5.293657566471399,-0.42721927931058407,True
1001,M01,EXT4,121,2025-03-02 19:05:15,942,29,3.7581402424682833,120.96576581118592,52.69707328451283,False,98.55,0.98,4.132336119430692,-1.8448632264409657,False
1004,M03,EXT3,122,2025-03-02 02:21:42,276,2609,4.8097317677379205,119.66585846690617,48.32294296657914,False,98.7,0.996,5.2922483287198405,-0.2208014316011115,True
1000,M04,EXT2,123,2025-03-01 00:59:30,122,1913,5.722096790288405,120.43353952285744,49.64040382570206,False,98.5,1.004,6.23553552303951,1.0361814401711127,False
1001,M01,EXT1,124,2025-03-02 14:37:29,677,2886,4.371006808815739,120.45166230761734,49.11433922852938,False,98.55,0.98,4.768056148199836,-0.9014844139650621,True
1001,M06,EXT1,125,2025-03-01 14:39:42,1157,1091,6.358009618275061,120.35314859665617,50.14155065517784,False,98.55,1.02,6.978935993957749,1.9298807181898006,False
1004,M05,EXT4,126,2025-03-01 12:07:56,1439,4060,4.455291864047021,117.89986270819374,49.148446435225225,False,98.7,1.012,5.010217088491106,-0.7305002006988335,True
1001,M01,EXT1,127,2025-03-02 19:02:03,1856,3622,5.005446609195401,120.87340816439635,48.61674914958528,False,98.55,0.98,5.394683535345557,0.028401343284026985,True
1003,M06,EXT1,128,2025-03-02 00:08:33,704,225,5.864033259621799,119.16122765715114,48.12756944186347,False,98.65,1.02,6.496642716507228,1.2659314033056612,False
1003,M03,EXT4,129,2025-03-02 01:38:16,223,1105,6.3655122536268705,119.03676305965487,50.148157940837464,False,98.65,0.996,6.823128551521622,1.9824031631556172,False
1001,M06,EXT4,130,2025-03-01 18:00:18,689,686,4.727889823741415,121.40037730440602,48.415963214986284,False,98.55,1.02,5.3338147954233825,-0.37127720337609954,True
1002,M06,EXT1,131,2025-03-01 18:40:13,17,2426,5.458993130709581,120.36717686317506,50.837617242667406,False,98.6,1.02,6.055349297448565,0.6844409533878204,False
1002,M05,EXT4,132,2025-03-01 08:15:22,1635,495,5.239786952031666,119.22991118401285,47.98634757775896,False,98.6,1.012,5.814874557969125,0.36358994931272387,False
1000,M04,EXT3,133,2025-03-01 13:18:46,390,2058,5.095004940788355,119.19329328794018,49.812759968581794,False,98.5,1.004,5.604204850466947,0.11369697996677264,False
1001,M01,EXT2,134,2025-03-01 16:24:45,1191,3579,4.797945033032482,119.39058408258789,53.052234063908905,False,98.55,0.98,5.147864238545525,-0.337866958128743,True
1002,M01,EXT1,135,2025-03-02 18:11:42,1468,3212,4.814123802335998,119.19110094126019,49.92047187749587,False,98.6,0.98,5.194900701889819,-0.2781496500173045,True
1003,M04,EXT3,136,2025-03-02 06:45:20,1743,1260,6.590866866851735,118.90172889916326,48.17847316029166,False,98.65,1.004,7.123964463789814,2.2422518395667335,False
1004,M03,EXT3,137,2025-03-02 15:13:17,865,3252,5.36136646246518,119.60418946552069,49.28184817341583,False,98.7,0.996,5.832125788808098,0.561675812183813,False
1003,M05,EXT3,138,2025-03-01 08:17:46,600,1537,4.437337082443961,122.08232500268451,50.48293214573819,False,98.65,1.012,4.978035854118418,-0.7892134419427334,True
1003,M01,EXT3,139,2025-03-02 13:26:51,1616,2683,6.096730449197366,119.97076324555984,50.08906768891154,False,98.65,0.98,6.450692976862086,1.592468523265859,False
1000,M01,EXT4,140,2025-03-02 01:15:35,1649,669,5.992006211251102,120.08384851393036,48.37767481957208,False,98.5,0.98,6.363364873794273,1.5058443211930481,False
1000,M04,EXT4,141,2025-03-01 23:52:42,272,3857,4.178801285817631,120.72826828800213,53.19289879051075,False,98.5,1.004,4.650399787104174,-1.279978929095359,True
1004,M01,EXT2,142,2025-03-02 15:22:52,1304,969,5.438073838882297,119.82393382691329,50.754024597932236,False,98.7,0.98,5.799182921044915,0.5919954964097831,False
1000,M03,EXT2,143,2025-03-02 08:32:02,885,177,4.424377237676788,120.57831733873327,51.29842926253371,False,98.5,0.996,4.876807373271245,-0.8877763721743195,True
1004,M02,EXT2,144,2025-03-02 06:10:42,1121,2865,5.0919925082936945,119.9335944903614,49.55962679697292,False,98.7,0.988,5.516395485440078,0.15354475604511753,False
1000,M06,EXT1,145,2025-03-02 02:38:10,738,1838,5.385910957864201,120.22007758763405,49.9124686523406,False,98.5,1.02,5.989221996767611,0.5565402107495775,False
1002,M06,EXT4,146,2025-03-01 06:30:50,271,1804,3.588596355627849,119.88151206954842,50.76287505709973,False,98.6,1.02,4.148306957157989,-2.018172981934929,False
1004,M06,EXT4,147,2025-03-01 22:45:22,934,968,3.3740470331800703,120.37524778579076,48.88660241279858,False,98.7,1.02,3.9496246292331265,-2.2695331805729557,False
1001,M02,EXT3,148,2025-03-02 02:16:29,965,2302,6.298288939279171,117.71883695510104,49.22026146265437,False,98.55,0.988,6.710087288756796,1.9046921398042242,False
1004,M04,EXT1,149,2025-03-02 08:13:06,417,3144,3.9545818926960536,119.08761483606399,51.75706985777382,False,98.7,1.004,4.4417072388947885,-1.5775193887171124,False
1000,M04,EXT3,150,2025-03-01 20:33:38,799,1770,4.120619788770587,120.34947320427135,51.32262169084321,False,98.5,1.004,4.610763146149604,-1.3378949894481644,True
1002,M04,EXT3,151,2025-03-02 09:31:30,1903,3546,3.4051682439644724,121.15083403730155,48.32780516012907,False,98.6,1.004,3.923521753132634,-2.279616843550621,False
1003,M03,EXT1,152,2025-03-01 06:44:58,786,1615,6.336648170006199,121.95402284355231,52.473285557895565,False,98.65,0.996,6.771221653169534,1.9079334717563232,False
1004,M01,EXT1,153,2025-03-02 14:14:16,222,2393,5.012173920521119,119.23719617136807,47.76089133726296,False,98.7,0.98,5.4111337070055185,0.027882106274148197,True
1002,M06,EXT4,154,2025-03-02 14:46:22,1096,3290,5.648215664416517,120.3722803435743,49.92474047821978,False,98.6,1.02,6.257667624827006,0.9711615570115711,False
1004,M02,EXT4,155,2025-03-01 01:42:05,1203,2585,5.14797695811454,119.4655528401655,49.965393684254465,False,98.7,0.988,5.567699145016731,0.22770607011732846,False
1000,M05,EXT1,156,2025-03-01 23:06:08,839,3103,5.605536422992392,120.28268798265422,48.723766273179585,False,98.5,1.012,6.176538345383723,0.9078938765532948,False
1000,M05,EXT4,157,2025-03-01 10:53:32,226,2576,4.188799835880641,119.82932142869556,49.761095989420674,False,98.5,1.012,4.732303142498272,-1.1353827569273738,True
1001,M04,EXT1,158,2025-03-02 20:51:02,1481,1442,6.256245070021233,120.66304001805237,49.841594449514275,False,98.55,1.004,6.7703024420281945,1.7417291605322964,False
1003,M04,EXT1,159,2025-03-01 18:29:13,2027,3707,4.937954634968728,120.02068699314331,49.22163960408197,False,98.65,1.004,5.453967191883621,-0.07253065004216591,True
1001,M06,EXT4,160,2025-03-02 02:38:51,1778,775,4.512862001547641,119.69227603685249,49.182743699300616,False,98.55,1.02,5.106665255845728,-0.689008786219263,True
1003,M04,EXT2,161,2025-03-01 13:21:52,1250,1235,5.535214616058596,119.29921990032634,47.1476413037269,False,98.65,1.004,6.074439155833413,0.7875052683427957,False
1004,M06,EXT3,162,2025-03-02 05:30:31,822,3050,6.248695466817521,120.66219127220523,49.45972609826521,False,98.7,1.02,6.875920169951566,1.7416445253435744,False
